id,brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description
23029,bentley,Bentley Continental,green,05/2015,2015,182999,426,579,Automatic,Petrol,,- (g/km),13500.0,GT 3-R Limited Edition 1 of 300 Cars
38487,bmw,BMW 116,white,11/2018,2018,16480,85,116,Manual,Diesel,"4,2 l/100 km",111 g/km,73111.0,d Advantage PDC/LED/NAVI
64243,ford,Ford Focus,black,01/2016,2016,8950,88,120,Manual,Diesel,"3,8 l/100 km",101 g/km,137000.0,Lim. Business
43356,cadillac,Cadillac Escalade,white,05/2022,2022,129850,313,426,Automatic,Petrol,,- (g/km),33588.0,Sport Platinum SW
17841,audi,Audi Q3,silver,02/2019,2019,34925,140,190,Automatic,Petrol,"7,5 l/100 km",171 g/km,31156.0,40 TFSI quattro advanced S tronic
35205,bmw,BMW 320,black,03/2016,2016,21990,140,190,Automatic,Diesel,"4,6 l/100 km",122 g/km,57267.0,d Gran Turismo Autom. Shzg. Navi Euro 6
5481,audi,Audi A4,grey,11/2011,2011,9500,105,143,Manual,Diesel,"5,7 l/100 km",149 g/km,195000.0,Avant Ambiente-Mod 2012-Leder-Navi-Scheckheft
82947,hyundai,Hyundai KONA,silver,05/2022,2022,27000,100,136,Automatic,Electric,,305 km Reichweite,9900.0,Elektro  CarPlay Sitzhei. Navi Kamera
81597,hyundai,Hyundai i30,grey,09/2020,2020,38490,202,275,Manual,Petrol,"7,1 l/100 km",176 g/km,17000.0,2.0 T-GDI N Project C No. 135/600 -MAYEN
24778,bmw,BMW 320,grey,08/2004,2004,7990,125,170,Manual,Petrol,"8,9 l/100 km",213 g/km,225040.0,320i Special Edition Sport Klima Leder eGSD PDC
11968,audi,Audi A4,black,05/2016,2016,18990,140,190,Manual,Diesel,"4,5 l/100 km",118 g/km,115000.0,Lim. S-Line  *Garantie*
91769,kia,Kia Rio,white,06/2021,2021,22710,88,120,Manual,Hybrid,"4,5 l/100 km",103 g/km,14000.0,GT Line 1.0 T-GDI 120 Hybrid
89679,kia,Kia Venga,silver,02/2018,2018,16980,92,125,Automatic,Petrol,"6,5 l/100 km",150 g/km,50610.0,1.6 CVVT Dream-Team Edition Automatik
12372,audi,Audi A4,silver,05/2016,2016,19999,140,190,Manual,Petrol,"5,9 l/100 km",134 g/km,61591.0,2.0T 1.HAND Alcantara AHK Bi-Xenon Klimaautom
79418,hyundai,Hyundai i20,black,05/2017,2017,11290,74,101,Manual,Petrol,"4,3 l/100 km",99 g/km,86866.0,YES! /KLIMA/5-TÜRIG/EURO 6/SITZHEIZUNG/
44814,citroen,Citroen C4 Cactus,white,03/2017,2017,13200,81,110,Manual,Petrol,"4,3 l/100 km",100 g/km,25450.0,PT 110 Selection Klimaanlage Kamera
7454,audi,Audi S4,grey,07/2013,2013,17900,245,333,Automatic,Petrol,"7,7 l/100 km",- (g/km),131000.0,S tronic
87942,kia,Kia Sportage,black,02/2013,2013,11490,99,135,Manual,Petrol,,- (g/km),112820.0,Vision 2WD Vision
58496,ford,Ford Focus,silver,03/2006,2006,3999,74,101,Manual,Petrol,"6,4 l/100 km",152 g/km,187000.0,Trend Turnier (CAP)
66845,ford,Ford Mustang,grey,11/2018,2018,39970,213,290,Manual,Petrol,9 l/100 km,213 g/km,36766.0,Coupé 290PS/Styling-P./Navi/Klima
74961,ford,Ford Fiesta,grey,06/2023,2023,28000,92,125,Automatic,Hybrid,4 l/100 km,90 g/km,10.0,ST-Line X Hybrid 1.0 NAVI*CAM*KEYLESS*ACC
75060,ford,Ford Focus,grey,01/2023,2023,36950,206,280,Manual,Petrol,8 l/100 km,183 g/km,10.0,ST X Lim. (CGE)  Neuwagen
94967,land-rover,Land Rover Range Rover Evoque,black,11/2018,2018,31880,110,150,Automatic,Diesel,"5,1 l/100 km",134 g/km,68406.0,L538 TD4 SkyView
82529,hyundai,Hyundai i20,grey,11/2022,2022,19088,74,101,Manual,Petrol,,0 g/km,14100.0,1.0 T-GDI TREND KAMERA ALU SHZ LHZ DAB PDC
61209,ford,Ford Focus,black,07/2013,2013,15475,184,250,Manual,Petrol,"7,2 l/100 km",171 g/km,117000.0,Turnier ST Garantie bis 2024
91585,kia,Kia Soul,black,01/2021,2021,30200,100,136,Automatic,Electric,,0 g/km,3690.0,Spirit EV Navi Ganzjahres
94777,land-rover,Land Rover Range Rover Velar,grey,06/2018,2018,33890,177,241,Automatic,Diesel,"5,8 l/100 km",154 g/km,59950.0,R-Dynamic S LED Navi Kamera Panorama Touchscreen
19327,audi,Audi S3,silver,01/2020,2020,36749,221,300,Automatic,Petrol,"6,8 l/100 km",155 g/km,47500.0,TFSI S tr. ACC SIDE NAVI LED RFK
24097,bmw,BMW 330,silver,07/2001,2001,13800,170,231,Manual,Petrol,"9,6 l/100 km",229 g/km,252000.0,Ci individuall
46287,citroen,Citroen Jumpy,white,09/2020,2020,29990,130,177,Automatic,Diesel,,- (g/km),69000.0,Worker M/L1 Kasten PureTech110 + KLIMA + BLUETOOTH
97113,maserati,Maserati Quattroporte,silver,03/1995,1995,9950,206,280,Automatic,Petrol,"9,4 l/100 km",- (g/km),134000.0,2.8 V6 Evoluzione Automatik/Leder
21573,audi,Audi Q5,white,07/2022,2022,35490,150,204,Automatic,Diesel,"6,3 l/100 km",166 g/km,9546.0,40 TDI Sportback advanced quattro S-tronic LED Nav
1351,alfa-romeo,Alfa Romeo Tonale,green,04/2023,2023,41988,118,160,Automatic,Petrol,"6,3 l/100 km",144 g/km,10.0,MHEV 160 DCT Edizione Speciale 20Z SHZ
67972,ford,Ford Galaxy,silver,12/2018,2018,27999,140,190,Automatic,Diesel,"5,2 l/100 km",137 g/km,100000.0,Titanium EcoBlue Autom+LED+Cam+7xLeder+Euro6d-TEMP
95135,land-rover,Land Rover Discovery Sport,grey,09/2019,2019,40995,177,241,Automatic,Diesel,"7,3 l/100 km",191 g/km,33980.0,D240 AWD R-Dynamic S/ACC/Keyless
11406,audi,Audi Q3,blue,04/2016,2016,24500,110,150,Automatic,Diesel,"5,3 l/100 km",131 g/km,48184.0,2.0 TDI Design quattro Aut.*NAVI*XENON*
98390,mazda,Mazda 2,black,07/2015,2015,9699,66,90,Manual,Petrol,"4,5 l/100 km",105 g/km,110000.0,Lim. Red Edition Klima Tempomat Bluetooth
98752,mazda,Mazda 2,grey,06/2017,2017,12475,66,90,Manual,Petrol,"4,5 l/100 km",105 g/km,77081.0,KIZOKU DAB SHZ Spurhalteass. Temp PDC Berganfahras
82545,hyundai,Hyundai TUCSON,grey,06/2022,2022,29399,110,150,Automatic,Hybrid,"5,7 l/100 km",130 g/km,39000.0,Smart :SOFORT+ NAVIGATIONSFUNKTION*+ WinterPak+...
35285,bmw,BMW 340,silver,07/2016,2016,32750,240,326,Automatic,Petrol,"6,8 l/100 km",159 g/km,30000.0,340i Aut. M-Sport M-Performance
49433,dacia,Dacia Dokker,black,06/2019,2019,14900,70,95,Manual,Diesel,,- (g/km),74600.0,Comfort
56137,fiat,Fiat 500C,blue,07/2022,2022,19679,51,69,Manual,Hybrid,,0 g/km,10289.0,1.0 Dolcevita Navi+Apple+TFT+PDC+16J
41116,bmw,BMW X5,white,11/2020,2020,55980,210,286,Automatic,Diesel,"6,2 l/100 km",164 g/km,123000.0,"xDr 30d xLine NAVI-PROF/LED+/DRIVING ASS+/21"""
6457,audi,Audi A3,grey,04/2012,2012,8650,92,125,Manual,Petrol,"6,1 l/100 km",145 g/km,176000.0,1.4 TFSI Ambition Sportback (8PA) *HU/AU04/2024*
76640,honda,Honda Civic,blue,02/2018,2018,21797,134,182,Manual,Petrol,"5,8 l/100 km",131 g/km,57000.0,Jazz 1.5 i-VTEC Dynamic
45095,citroen,Citroen C3,black,12/2018,2018,12500,60,82,Manual,Petrol,"4,8 l/100 km",133 g/km,67252.0,1.2 VTi Shine*NAVI*TEMPO*CAM*PDC*
55638,fiat,Fiat 500,white,08/2020,2020,13980,51,69,Manual,Petrol,"4,1 l/100 km",93 g/km,16782.0,1.0 Hybrid Lounge PDC CarPlay
26067,bmw,BMW 118,blue,11/2007,2007,5900,105,143,Manual,Diesel,"4,5 l/100 km",119 g/km,217000.0,"d DPF ""M Sport/Performance ESD/Sportbremse"""
4842,audi,Audi TT,grey,03/2010,2010,12450,147,200,Automatic,Petrol,"7,8 l/100 km",186 g/km,161172.0,"Roadster 2.0 TFSI Tiptronic,Leder,Si-Heiz.,"
77927,hyundai,Hyundai i40,white,01/2013,2013,11490,99,135,Manual,Petrol,"6,4 l/100 km",149 g/km,116986.0,i40cw 1.6 5 Star Edition
86298,jeep,Jeep Wrangler,black,02/2018,2018,37470,147,200,Automatic,Diesel,"8,1 l/100 km",227 g/km,49000.0,2.8 CRD Sahara Leder*Sitzheizung*DualTop
58744,ford,Ford Fiesta,silver,05/2007,2007,1200,51,69,Manual,Petrol,"6,5 l/100 km",154 g/km,116000.0,Fun X (CBK)
43635,citroen,Citroen Berlingo,grey,12/2006,2006,4999,80,109,Manual,Petrol,"7,5 l/100 km",177 g/km,155000.0,1.6 16V Multispace Plus* LPG GASANLAGE
68045,ford,Ford Kuga,silver,12/2018,2018,22120,129,175,Automatic,Petrol,9 l/100 km,220 g/km,31237.0,1.5 EcoBoost Titanium Aut.*NAVI*SHZ*PDC*
38197,bmw,BMW X3,silver,07/2018,2018,29688,140,190,Automatic,Diesel,5 l/100 km,129 g/km,128468.0,xDrive 20 d Advantage Panorama Rückfahrkam.
96673,land-rover,Land Rover Defender,white,01/2022,2022,72980,147,200,Automatic,Diesel,,- (g/km),19597.0,"90 X-Dynamic SE*MERIDIAN*LED*PANO*20""*"
94088,land-rover,Land Rover Range Rover,black,05/2013,2013,29990,183,249,Automatic,Diesel,,- (g/km),205086.0,Vogue 3.0 D**NEUES MODELL**23 ZOLL**
34557,bmw,BMW 235,grey,06/2016,2016,29990,240,326,Automatic,Petrol,"8,3 l/100 km",193 g/km,81611.0,M235i Basis HiFi Xenon Navi Bus. Tempomat USB
16479,audi,Audi Q3,white,08/2018,2018,28770,110,150,Automatic,Diesel,"5,3 l/100 km",139 g/km,31860.0,"2.0 TDI sport S-line competion Kamera,LED,Sitzh"
52760,fiat,Fiat Grande Punto,blue,04/2009,2009,3390,48,65,Manual,Petrol,"5,9 l/100 km",139 g/km,160000.0,1.2*Zahnriemen NEU
47094,citroen,Citroen C4,black,11/2022,2022,32888,96,131,Automatic,Petrol,"5,9 l/100 km",131 g/km,3000.0,Pure Tech 130 EAT8 Shine
8456,audi,Audi A4,blue,07/2014,2014,9800,100,136,Automatic,Diesel,"4,2 l/100 km",- (g/km),175000.0,Avant 2.0 TDI ultra DPF Attraction
52768,fiat,Fiat Panda,blue,09/2009,2009,3299,40,54,Manual,Petrol,"5,7 l/100 km",135 g/km,117323.0,1.1 8V Active
74362,ford,Ford Focus,black,12/2022,2022,24990,92,125,Manual,Petrol,"5,3 l/100 km",119 g/km,3000.0,MHEV ST-Line Style Rückfahrkamera*
39228,bmw,BMW 120,red,05/2019,2019,23990,140,190,Manual,Diesel,,- (g/km),65000.0,"d M-Sport,Navi,LED,Tempo,PDC,18""LM"
72380,ford,Ford Focus,white,02/2020,2020,21649,110,150,Automatic,Diesel,"4,2 l/100 km",133 g/km,59750.0,Turnier 2.0 Titanium NAV+LED+AHK+B&O+18ZO
74731,ford,Ford Kuga,blue,06/2023,2023,29990,88,120,Automatic,Diesel,"4,5 l/100 km",118 g/km,10.0,Titanium X 1.5 *LED*ACC*NAVI*B&O*CAM*AUTOM*
87750,kia,Kia Ceed / cee'd,black,10/2010,2010,4990,66,90,Manual,Petrol,"6,1 l/100 km",143 g/km,150000.0,Sporty Wagon 1.4 CVVT *1.HAND*SHEFT
68239,ford,Ford S-Max,white,10/2018,2018,18900,140,190,Manual,Diesel,5 l/100 km,132 g/km,110000.0,Hybrid Vignale Lim.
54674,fiat,Fiat 500,grey,04/2019,2019,10499,51,69,Manual,Petrol,"5,3 l/100 km",123 g/km,60590.0,1.2 8V Pop Star Klimaanlage Euro 6
8336,audi,Audi A3,blue,04/2014,2014,27949,103,140,Manual,Petrol,"4,8 l/100 km",112 g/km,145000.0,A3 1.4 TFSI S Line Sportback
39592,bmw,BMW 520,silver,12/2019,2019,23500,140,190,Automatic,Diesel,"4,5 l/100 km",118 g/km,159843.0,d Touring Aut.   Kamera   NAVI   LED   AHK
74521,ford,Ford Kuga,silver,03/2022,2022,36440,112,152,Automatic,Hybrid,- (l/100 km),- (g/km),19579.0,2.5 Duratec PHEV ST-LINE X LED ACC 2x Cam
29807,bmw,BMW 118,silver,11/2011,2011,6500,105,143,Manual,Diesel,"4,5 l/100 km",119 g/km,205000.0,118d DPF
46162,citroen,Citroen C5 Aircross,white,11/2020,2020,16990,133,181,Automatic,Hybrid,"1,4 l/100 km",31 g/km,20952.0,#1 Feel Parksensensoren*Klimaautomatik*360 Grad Ka
78619,hyundai,Hyundai i10,blue,04/2016,2016,16300,64,87,Manual,Petrol,"4,9 l/100 km",114 g/km,59600.0,1.2 YES! Silver/ 1-Hand/ Klima/ SHZ/ Tempomat/ 8x
8025,audi,Audi A1,black,06/2013,2013,8800,63,86,Manual,Petrol,5 l/100 km,116 g/km,123000.0,1.2 TFSI Attraction
54045,fiat,Fiat Tipo,black,08/2017,2017,9480,70,95,Manual,Petrol,"5,7 l/100 km",132 g/km,79500.0,Pop*Klima*PDC*El. Fenster*
71195,ford,Ford Kuga,grey,10/2020,2020,31999,140,190,Automatic,Diesel,"4,8 l/100 km",127 g/km,27039.0,ST Performance*Garantie*1.Hd*Navi*
94034,lancia,Lancia Ypsilon,black,11/2014,2014,10900,51,69,Manual,Petrol,"5,1 l/100 km",118 g/km,34500.0,Gold 1.2 8v*1 Hand*Winterreifen*Wenig Km
15806,audi,Audi A6,black,08/2018,2018,35890,235,320,Automatic,Diesel,"6,2 l/100 km",164 g/km,98500.0,Avant 3.0 TDI quattro ACC 3xSline Standheizun
8447,audi,Audi A7,blue,03/2014,2014,27800,230,313,Automatic,Diesel,"6,4 l/100 km",169 g/km,109000.0,3.0 TDI quattro tiptronic sport selection
41621,bmw,BMW X6,red,10/2021,2021,81475,210,286,Automatic,Diesel,"6,2 l/100 km",162 g/km,22141.0,xDrive30d M Sport 22'' AHK Pano Laser StHzg Wärmek
7373,audi,Audi A5,brown,09/2013,2013,19500,125,170,Automatic,Petrol,"6,2 l/100 km",147 g/km,75300.0,Cabriolet 1.8 TFSI 1.Hand/SLine /8-fach/Mwst.
31663,bmw,BMW X3,silver,03/2013,2013,11990,135,184,Automatic,Diesel,"4,9 l/100 km",129 g/km,151000.0,xDRIVE 20d*2.HAND*M-SPORTPAKET*HUD*NAVI PROF.
15028,audi,Audi Q3,grey,03/2018,2018,22245,110,150,Manual,Diesel,"5,2 l/100 km",138 g/km,77324.0,2.0 TDI quattro | MMI NAVI | TEMPOMAT |
26564,bmw,BMW 525,blue,03/2008,2008,9600,160,218,Automatic,Petrol,"7,5 l/100 km",- (g/km),162565.0,525i Aut.
80557,hyundai,Hyundai i10,blue,09/2019,2019,9990,49,67,Manual,Petrol,"5,1 l/100 km",117 g/km,69000.0,YES! (IA)
37378,bmw,BMW X3,blue,12/2018,2018,33930,135,184,Automatic,Petrol,"7,3 l/100 km",166 g/km,56900.0,xDrive20ixLine+Navi+AHK+Panorama+RFK+LED+Temp
73257,ford,Ford Mustang Mach-E,black,12/2021,2021,42990,198,269,Automatic,Electric,,440 km Reichweite,19600.0,Mustang Mach-E
41327,bmw,BMW 330,blue,01/2021,2021,44900,195,265,Automatic,Diesel,,- (g/km),35200.0,d Touring xDrive PANO+LEDER+LASER+NAVI+HUD
95036,land-rover,Land Rover Range Rover Evoque,white,08/2018,2018,27880,132,179,Automatic,Diesel,"6,2 l/100 km",164 g/km,97200.0,"TD4 SE NAVI, XENON, GLASDACH"
68212,ford,Ford Transit Connect,white,07/2018,2018,16990,88,120,Manual,Diesel,"4,8 l/100 km",125 g/km,125000.0,Langversion  88KW ( 120PS) 5-SP
58090,ford,Ford Ka/Ka+,blue,07/2005,2005,1650,44,60,Manual,Petrol,"6,8 l/100 km",165 g/km,121558.0,1.3
19592,audi,Audi A6,white,12/2020,2020,46990,270,367,Automatic,Hybrid,,46 km Reichweite,43586.0,55 TFSI e quattro sport 2.0 LED Shz Navi AHK
69117,ford,Ford Fiesta,grey,01/2019,2019,22880,147,200,Manual,Petrol,6 l/100 km,136 g/km,37064.0,1.5 EcoBoost S&S mit Leder-Exclusiv-Paket S
8393,audi,Audi A6,blue,08/2014,2014,23950,150,204,Automatic,Petrol,,- (g/km),86600.0,Avant 2.8 FSI quattro*LEDER*NAVI*SHZ*LED*ALU*
76880,honda,Honda Civic,black,08/2019,2019,20490,93,126,Automatic,Petrol,,- (g/km),47071.0,1.0 i-VTEC Turbo CVT Dynamic Limited Edition
26870,bmw,BMW 523,black,02/2008,2008,7900,140,190,Manual,Petrol,"8,7 l/100 km",210 g/km,171931.0,i Touring / Leder-Navi-Xenon-Panorama
38068,bmw,BMW 430,silver,05/2018,2018,30700,185,252,Automatic,Petrol,"5,9 l/100 km",138 g/km,86595.0,430i Gran Coupé x Drive Advantage LED HuD Park
48929,dacia,Dacia Dokker,black,11/2018,2018,14490,85,116,Manual,Petrol,"5,7 l/100 km",130 g/km,68482.0,Stepway Celebration Sitzhzg PDC Navi Klim
46326,citroen,Citroen C3,blue,04/2020,2020,15600,81,110,Manual,Petrol,"4,8 l/100 km",109 g/km,15000.0,Aircross Feel
56598,fiat,Fiat Doblo,silver,04/2022,2022,23990,77,105,Manual,Diesel,"6,1 l/100 km",160 g/km,563.0,SX Kombi 5-Sitze 1.6 Multijet KLIMA TEMPOMAT
24724,bmw,BMW 320,blue,03/2004,2004,5600,125,170,Manual,Petrol,9 l/100 km,- (g/km),210000.0,320i touring Edition Sport
1090,alfa-romeo,Alfa Romeo Stelvio,grey,11/2022,2022,54990,154,209,Automatic,Diesel,"6,3 l/100 km",165 g/km,50.0,MY22 Veloce 2.2 D Assistenzpaket
28980,bmw,BMW X1,brown,09/2011,2011,15990,110,150,Manual,Petrol,"8,2 l/100 km",191 g/km,46000.0,Baureihe X1 sDrive 18i/Bi-Xenon/Navi/Shz./Pdc
41794,bmw,BMW M5,black,01/2021,2021,97900,460,625,Automatic,Petrol,,259 g/km,17726.0,COMPETITION XDRIVE*M-PERFORMANCE CARBON*LASER
19515,audi,Audi Q2,silver,07/2020,2020,27950,110,150,Automatic,Petrol,"5,2 l/100 km",119 g/km,41800.0,"design 35 TFSI S tronic *LED*VIRTUAL*NAV*18""*"
69640,ford,Ford Tourneo Courier,red,11/2019,2019,13450,74,101,Manual,Diesel,"4,5 l/100 km",117 g/km,90435.0,1.5 TDCi Trend
27966,bmw,BMW 118,white,06/2009,2009,8900,105,143,Manual,Petrol,"6,3 l/100 km",149 g/km,198043.0,i Cabrio (E88) *TÜV-Neu*Kette-Neu*SHZ*Klima*
57607,fiat,Fiat Tipo,orange,03/2023,2023,21990,74,101,Manual,Petrol,"5,4 l/100 km",130 g/km,10.0,Kombi My23 1.0 T3  KLIMAAUTOM CARPLAY DAB
43125,bmw,BMW X1,black,05/2023,2023,42719,100,136,Automatic,Petrol,"7,1 l/100 km",159 g/km,50.0,sDrive18i NEUES MODELL 2022
25582,bmw,BMW 523,grey,05/2006,2006,8500,130,177,Automatic,Petrol,"9,3 l/100 km",- (g/km),143000.0,523i Aut.
9764,audi,Audi A6,blue,05/2015,2015,28400,200,272,Automatic,Diesel,"5,3 l/100 km",138 g/km,104000.0,3.0 TDI quattro Avant (4GD) 3xs-line Matrix Led
8855,audi,Audi A1,red,11/2014,2014,12000,63,86,Manual,Petrol,5 l/100 km,- (g/km),49661.0,A1 1.2 TFSI Ambition
24202,bmw,BMW 316,black,07/2002,2002,999,85,116,Manual,Petrol,"7,3 l/100 km",177 g/km,198126.0,Baureihe 3 Touring 316i *EXPORT+GEWERBE bev.
34474,bmw,BMW 430,blue,04/2016,2016,26990,190,258,Automatic,Diesel,"5,3 l/100 km",140 g/km,143000.0,430 d M Sport
16737,audi,Audi A6,blue,09/2019,2019,32499,170,231,Automatic,Diesel,"5,9 l/100 km",155 g/km,116900.0,"45 TDI quattro sport Avant S-line AHK, Navi, LED"
34083,bmw,BMW 116,white,05/2015,2015,13300,85,116,Automatic,Diesel,"3,9 l/100 km",103 g/km,130000.0,BMW 116 d Lim. (F20)
32367,bmw,BMW X1,grey,02/2014,2014,15800,105,143,Manual,Diesel,"5,5 l/100 km",146 g/km,110678.0,xDrive 18d Sport-Paket M Navi Bi-Xen SHZ PDC
85005,jaguar,Jaguar F-Pace,black,05/2019,2019,44950,132,179,Automatic,Diesel,"5,5 l/100 km",- (g/km),48000.0,F-Pace 20d Aut. R-Sport
76482,honda,Honda CR-V,grey,06/2016,2016,16390,114,155,Manual,Petrol,"7,2 l/100 km",168 g/km,119434.0,Elegance 2.0 i-VTEC 2WD Modelljahr 2016
19463,audi,Audi A4,silver,11/2020,2020,33670,120,163,Automatic,Diesel,4 l/100 km,106 g/km,17322.0,Avant 35 TDI LED Navi ACC Spurh.-Ass.
68284,ford,Ford Transit Custom,white,10/2018,2018,26450,96,131,Manual,Diesel,"6,8 l/100 km",175 g/km,47000.0,300 L2 Trend *KLIMA*2xSCHIEBETÜR*
32094,bmw,BMW 118,brown,05/2014,2014,12799,105,143,Manual,Diesel,"4,4 l/100 km",117 g/km,131000.0,Baureihe 1 Lim.118d Sport-line*Navi**TÜVNEU*
69132,ford,Ford Transit Connect,grey,01/2019,2019,19990,74,101,Automatic,Diesel,"4,5 l/100 km",118 g/km,74773.0,Kombi 1.5 EcoBlue Kamera Klima
77790,hyundai,Hyundai i10,grey,09/2013,2013,4500,51,69,Manual,Petrol,"4,7 l/100 km",111 g/km,120000.0,5 Star Edition  1.HAND-KLIMA
75883,ford,Ford Kuga,silver,06/2023,2023,44450,140,190,Automatic,Hybrid,"5,3 l/100 km",122 g/km,500.0,2.5 Hybrid ST-Line Allrad NAVI AHK ACC
45045,citroen,Citroen C1,red,06/2018,2018,11980,60,82,Unknown,Petrol,"4,3 l/100 km",102 g/km,48100.0,"Airscape 1,2VTi  Shine Faltdach Easy Paket"
48444,dacia,Dacia Lodgy,black,07/2017,2017,14899,85,116,Manual,Petrol,"5,5 l/100 km",124 g/km,44200.0,"TCe115 Stepway Celeb.*PDCh.,SHZ,NAVI"
38551,bmw,BMW 420,white,10/2018,2018,27950,140,190,Automatic,Diesel,"4,7 l/100 km",123 g/km,100000.0,"420d Gran Coupé ""M-SPORTPAKET/DIGITAL/H&K/DAB"""
97159,maserati,Maserati 4200,black,11/2005,2005,32500,287,390,Automatic,Petrol,"17,5 l/100 km",- (g/km),69500.0,4200 CC letzes Facelift Inz. Porsche 911
25107,bmw,BMW X3,grey,09/2005,2005,7990,170,231,Automatic,Petrol,,0 g/km,159870.0,Baureihe 1 Lim. 120i Advantage  KLIMA PDC
70742,ford,Ford Focus,white,01/2019,2019,15999,110,150,Manual,Diesel,"4,5 l/100 km",117 g/km,62000.0,T. 2.0 TDCi ECOB. 1.Hand/Garantie/E6
51910,dodge,Dodge RAM,white,08/2022,2022,62900,295,401,Automatic,LPG,,0 g/km,6582.0,"1500 5,7L Gen5 BigHorn CrewCab LPG Carplay"
62262,ford,Ford Focus,silver,03/2014,2014,8500,92,125,Manual,Petrol,"6,3 l/100 km",149 g/km,108238.0,Trend Turnier*Tempomat*Bluetooth*Licht+Regensensor
29803,bmw,BMW X3,silver,01/2011,2011,9999,105,143,Manual,Diesel,"6,2 l/100 km",165 g/km,159210.0,"Baureihe X3 xDrive/Comfort-Paket Plus,/Xenon"
9109,audi,Audi A8,black,12/2014,2014,33900,309,420,Automatic,Petrol,"9,4 l/100 km",- (g/km),180000.0,A8 4.0 TFSI quattro tiptronic
52754,fiat,Fiat Doblo,blue,03/2009,2009,5290,57,77,Manual,Petrol,"7,6 l/100 km",178 g/km,178562.0,1.4 8V Malibu aus 1. Hand! Klima PDC
26106,bmw,BMW 325,grey,09/2007,2007,4990,160,218,Automatic,Petrol,8 l/100 km,191 g/km,194000.0,325xi Touring Aut. / Xenon / PDC / Garantie
94270,land-rover,Land Rover Range Rover Sport,grey,09/2016,2016,35999,250,340,Automatic,Diesel,"8,4 l/100 km",223 g/km,139000.0,HSE Dynamic*AHK Elktr.*340PS*
9579,audi,Audi A3,white,10/2014,2014,16990,110,150,Manual,Petrol,"4,7 l/100 km",111 g/km,97900.0,Sportback S line Sportpaket ultra NAVI 2 HAND
65323,ford,Ford Mustang,grey,07/2017,2017,35940,310,421,Automatic,Petrol,,- (g/km),75360.0,Cabrio 5.0 Ti-VCT V8 Aut. GT Navi 19'' Alu
20961,audi,Audi S4,red,04/2022,2022,60880,251,341,Automatic,Diesel,"6,4 l/100 km",170 g/km,7600.0,TDI *MATRIX*VIRTUAL*NAVI*B&O*ACC*8fach*
54752,fiat,Fiat 500X,grey,03/2019,2019,20990,88,120,Manual,Petrol,5 l/100 km,124 g/km,29500.0,1.2 8V Pop Star Klimaanlage PDC
42997,bmw,BMW Z4,red,05/2023,2023,61690,190,258,Automatic,Petrol,"7,4 l/100 km",167 g/km,146.0,sDrive30i Advantage Cabrio Navi Leder Tempom.aktiv
31582,bmw,BMW X5,black,11/2013,2013,40000,190,258,Automatic,Diesel,7 l/100 km,- (g/km),103500.0,xDrive30d Sport-Aut. (258 PS & M Paket)
55488,fiat,Fiat 500,black,06/2020,2020,13280,51,69,Manual,Petrol,"5,5 l/100 km",126 g/km,19600.0,"Lounge 1.2 8V EU6d-T Appla Car Play, Klima"
10062,audi,Audi A3,grey,05/2015,2015,14990,92,125,Automatic,Petrol,"4,9 l/100 km",114 g/km,89500.0,4.2 TDI DPF (clean diesel) quattro tiptro. Lang
12460,audi,Audi SQ5,silver,11/2016,2016,27900,250,340,Automatic,Diesel,"6,7 l/100 km",178 g/km,208000.0,3.0 TDI plus quattro*Pano*Navi*LED*SteppSitz
32150,bmw,BMW 320,grey,04/2014,2014,12500,135,184,Manual,Diesel,"4,9 l/100 km",- (g/km),214000.0,320d GT Sport Line
69167,ford,Ford Focus,grey,03/2019,2019,21980,134,182,Automatic,Petrol,"5,3 l/100 km",122 g/km,56000.0,Lim. ST-Line LED Navi B&O Rückfahrkamera
73735,ford,Ford Transit Custom,white,06/2021,2021,27900,96,131,Manual,Diesel,"6,6 l/100 km",174 g/km,86054.0,2.0 TDCi 300 L2*Navi*RFK*SHZ*Temp*PDC*
57777,ford,Ford Mondeo,black,07/2003,2003,1250,92,125,Manual,Petrol,"7,9 l/100 km",187 g/km,252925.0,Turnier Viva
58183,ford,Ford Focus,silver,11/2005,2005,4300,85,116,Manual,Petrol,"6,7 l/100 km",159 g/km,95000.0,"Turnier 1.6 16V Titanium, KLIMA, ALU 16,TÜV NEU"
4012,audi,Audi A4,silver,04/2008,2008,4190,85,116,Manual,Diesel,"5,9 l/100 km",156 g/km,231000.0,1.9 TDI Avant (8E) *2-HAND*KLIMA*EU-4*
93539,lada,Lada Niva,grey,08/2022,2022,18910,61,83,Manual,Petrol,"9,5 l/100 km",241 g/km,1500.0,5-TÜRER AHK Sitzheizung DAB Freisprech.
45370,citroen,Citroen C3,grey,11/2019,2019,12590,60,82,Manual,Petrol,"4,2 l/100 km",96 g/km,32150.0,1.2 Feel +Sitzheizung + Allwetter + Parkpilot
82683,hyundai,Hyundai KONA,red,01/2022,2022,21290,88,120,Manual,Petrol,"5,2 l/100 km",119 g/km,37999.0,1.0 T-GDI N-Line Navi LED Carplay Assistenz
